TotalCharges,AvgChargePerMonth,tenure,MonthlyCharges,Contract_Month-to-month,OnlineSecurity_No,PaymentMethod_Electronic check,TechSupport_No,gender,PaperlessBilling,InternetService_Fiber optic,Partner,Contract_Two year,OnlineBackup_No,Dependents,Churn
990.45,18.34166666666667,53,19.05,0,0,0,0,0,0,0,1,0,0,0,0
1004.35,25.10875,39,25.0,0,0,0,0,1,0,0,0,1,0,1,0
157.65,15.765,9,19.05,1,0,0,0,0,0,0,0,0,0,0,0
3219.75,80.49375,39,81.9,0,1,1,0,1,0,1,0,0,1,0,0
572.85,63.650000000000006,8,69.7,1,1,1,1,1,1,1,0,0,1,0,0
4554.85,87.59326923076924,51,90.15,0,1,1,1,0,1,1,1,0,1,1,0
1847.55,25.660416666666666,71,25.35,0,0,0,0,1,0,0,1,1,0,1,0
1766.75,24.538194444444443,71,24.65,0,0,0,0,1,1,0,0,1,0,0,0
1462.05,20.59225352112676,70,19.55,0,0,0,0,0,1,0,1,1,0,0,0
25.25,12.625,1,25.25,1,1,1,1,0,0,0,0,0,1,0,1
2193.2,56.23589743589743,38,60.0,0,0,0,0,1,1,0,1,1,0,0,0
2433.5,83.91379310344827,28,89.9,1,1,0,1,0,0,1,1,0,0,0,0
641.15,19.42878787878788,32,19.4,1,0,0,0,0,0,0,1,0,0,0,0
2398.4,47.968,49,49.8,0,1,0,1,1,0,0,1,1,0,0,0
861.85,22.68026315789474,37,24.1,0,0,0,0,0,1,0,1,1,0,1,0
583.0,53.0,10,54.25,1,1,1,0,0,0,0,0,0,1,0,0
7332.4,107.82941176470588,67,109.9,0,0,0,1,1,0,1,1,0,0,0,0
249.55,31.19375,7,35.5,0,1,0,0,1,1,0,0,0,1,0,0
4475.9,86.07499999999999,51,87.55,0,1,0,1,0,0,1,0,0,1,0,0
416.45,41.644999999999996,9,45.15,1,1,1,1,0,0,0,0,0,1,0,1
788.6,78.86,9,88.4,1,1,0,1,0,1,1,0,0,1,0,0
202.3,40.46,4,50.8,1,1,0,0,1,1,0,0,0,1,0,0
6994.6,97.14722222222223,71,99.0,0,0,1,1,1,1,1,1,1,0,0,0
4116.15,80.70882352941176,50,84.4,1,1,0,1,0,1,1,1,0,1,1,1
2263.45,90.538,24,96.55,0,1,1,1,0,1,1,1,1,1,1,0
1374.35,59.75434782608695,22,59.75,0,0,0,1,1,1,0,1,0,1,0,0
4915.15,109.22555555555554,44,111.5,1,0,1,1,1,1,1,0,0,0,0,0
838.5,24.66176470588235,33,24.25,1,0,0,0,0,0,0,1,0,0,1,0
75.1,37.55,1,75.1,1,1,1,1,0,1,1,0,0,1,0,1
3715.65,67.55727272727273,54,70.15,0,1,0,1,0,1,0,1,0,1,0,1
4273.45,99.38255813953488,42,101.75,1,1,1,1,1,1,1,0,0,0,0,1
45.8,22.9,1,45.8,1,1,1,1,0,0,0,0,0,1,0,1
20.5,10.25,1,20.5,1,0,0,0,0,0,0,0,0,0,0,0
2044.75,65.95967741935483,30,70.4,0,0,1,0,1,0,0,0,0,0,0,0
30.55,15.275,1,30.55,1,1,0,0,0,0,0,0,0,1,0,0
1398.25,82.25,16,84.9,1,0,1,0,1,0,0,1,0,0,1,0
20.1,10.05,1,20.1,1,0,0,0,1,1,0,0,0,0,0,1
328.95,32.894999999999996,9,40.65,1,1,0,0,1,0,0,1,0,1,0,1
4680.05,99.57553191489362,46,101.0,1,1,1,1,1,1,1,1,0,1,0,1
69.1,34.55,1,69.1,1,1,1,1,1,1,1,0,0,1,0,1
3778.2,52.474999999999994,71,54.5,0,0,0,0,1,0,0,1,1,1,0,0
3161.4,71.85000000000001,43,75.35,1,1,0,1,1,1,1,0,0,1,0,0
2188.45,42.910784313725486,50,44.45,0,0,0,0,1,1,0,1,0,1,0,0
999.45,71.38928571428572,13,75.0,1,1,0,1,0,1,1,0,0,1,0,1
1888.65,94.4325,19,100.0,0,1,0,0,1,0,1,1,0,0,1,1
3990.6,95.0142857142857,41,98.05,1,1,0,1,0,0,1,0,0,1,0,0
71.15,35.575,1,71.15,1,1,1,1,0,1,1,0,0,1,0,1
1240.25,49.61,24,54.15,1,1,0,1,0,1,0,0,0,0,0,1
2635.0,64.26829268292683,40,63.9,0,1,0,1,0,0,0,1,0,0,0,0
235.0,58.75,3,69.15,1,1,0,1,0,1,0,1,0,0,1,0
2347.85,61.78552631578947,37,64.65,0,0,0,1,0,0,0,0,0,1,0,0
7156.2,105.23823529411764,67,108.75,0,0,0,0,0,1,1,1,1,1,1,1
3089.6,93.62424242424242,32,98.85,1,1,1,1,0,1,1,1,0,0,1,0
270.8,38.68571428571429,6,49.15,1,1,1,0,0,1,0,1,0,1,0,1
2901.8,87.93333333333334,32,89.6,1,0,1,1,0,0,1,1,0,1,1,0
4949.1,82.485,59,83.25,1,1,1,1,0,1,1,0,0,0,0,0
2198.9,70.93225806451613,30,70.25,0,1,0,0,0,0,0,1,0,0,0,0
374.5,17.833333333333332,20,19.4,1,0,1,0,1,1,0,0,0,0,1,1
761.95,27.212500000000002,27,24.5,0,0,1,0,0,0,0,1,1,0,1,0
1520.9,72.42380952380952,20,79.15,1,0,1,1,0,1,1,0,0,1,0,1
190.25,19.025,9,20.1,0,0,0,0,1,0,0,0,0,0,1,0
5163.0,74.82608695652173,68,73.0,0,0,0,1,0,1,0,1,0,0,1,0
4059.85,57.99785714285714,69,61.4,0,0,0,0,0,0,0,1,1,1,1,0
2281.6,84.5037037037037,26,84.3,1,1,0,0,1,1,1,0,0,1,0,0
1356.7,19.38142857142857,69,19.9,0,0,0,0,1,0,0,1,1,0,1,0
231.45,19.287499999999998,11,20.4,0,0,0,0,1,0,0,0,1,0,0,0
50.75,25.375,1,50.75,1,1,0,1,1,0,0,0,0,1,0,0
242.4,22.036363636363635,10,20.45,0,0,0,0,1,0,0,1,0,0,1,0
4264.25,76.14732142857143,55,75.75,0,0,0,0,0,1,0,1,0,0,1,0
2774.55,61.65666666666667,44,65.4,0,0,1,0,1,0,0,0,0,1,0,0
3605.2,76.7063829787234,46,80.4,1,1,1,1,1,1,1,1,0,1,0,1
4069.9,58.14142857142857,69,59.75,0,0,0,1,1,1,0,1,1,0,1,0
874.2,72.85000000000001,11,78.5,1,1,1,1,1,1,1,0,0,1,0,0
1145.35,95.44583333333333,11,102.0,1,1,1,1,0,1,1,1,0,0,0,1
1323.7,44.123333333333335,29,48.95,1,1,0,1,1,0,0,0,0,1,0,0
5497.05,94.77672413793104,57,99.65,1,0,1,1,0,1,1,1,0,1,0,0
534.7,18.43793103448276,28,18.25,0,0,0,0,1,0,0,0,0,0,0,0
2455.05,57.09418604651163,42,54.55,1,0,0,1,0,0,0,0,0,1,0,0
38.7,12.9,2,20.65,1,0,0,0,0,0,0,0,0,0,0,1
947.4,39.475,23,40.65,0,0,0,0,1,0,0,0,0,0,1,0
357.0,18.789473684210527,18,20.45,1,0,0,0,0,0,0,1,0,0,1,0
1476.25,23.432539682539684,62,24.8,0,0,0,0,1,0,0,1,0,0,1,0
70.8,35.4,1,70.8,1,1,0,1,0,1,1,0,0,1,0,1
1448.6,85.21176470588235,16,89.05,1,1,0,0,1,1,1,0,0,1,0,1
291.9,72.975,3,96.6,1,1,1,1,0,1,1,0,0,1,0,1
5903.15,86.81102941176471,67,88.8,0,0,0,0,1,1,0,0,0,0,0,0
1201.65,19.073809523809526,62,20.05,0,0,0,0,1,1,0,0,1,0,0,0
5921.35,102.09224137931035,57,104.5,1,1,0,1,0,1,1,1,0,0,0,1
146.65,48.88333333333333,2,69.8,1,1,1,1,1,1,1,0,0,1,0,0
1759.4,73.30833333333334,23,77.15,0,0,0,0,0,1,0,1,1,1,1,0
844.45,32.478846153846156,25,35.05,0,0,0,0,0,0,0,0,1,1,1,0
7774.05,106.49383561643836,72,108.1,0,1,0,0,0,1,1,0,1,0,0,0
134.05,44.68333333333334,2,84.05,1,1,1,1,0,1,1,1,0,1,0,0
140.95,15.66111111111111,8,20.2,0,0,0,0,0,1,0,0,0,0,0,0
249.95,41.65833333333333,5,50.6,1,1,0,1,0,1,0,0,0,1,0,1
1701.65,47.268055555555556,35,49.2,1,1,1,1,1,0,0,0,0,1,0,0
592.65,23.706,24,24.6,0,0,1,0,1,0,0,0,0,0,0,0
135.75,45.25,2,71.65,1,1,1,1,0,1,1,1,0,1,1,0
7732.65,105.92671232876712,72,104.9,0,0,0,0,1,1,1,1,1,0,1,0
4282.4,101.96190476190475,41,106.5,1,0,1,0,0,1,1,0,0,0,0,0
219.65,43.93,4,49.35,1,0,1,1,1,0,0,0,0,1,1,1
2018.1,74.74444444444444,26,75.5,0,1,0,1,1,0,1,0,0,0,0,0
669.0,83.625,7,94.25,1,1,1,1,1,1,1,0,0,0,0,1
68.95,34.475,1,68.95,1,1,1,1,0,1,1,1,0,1,0,1
224.85,44.97,4,58.5,1,1,0,0,0,1,0,1,0,0,1,0
3771.5,76.96938775510205,48,78.9,0,1,0,0,1,0,0,0,1,0,0,0
196.75,65.58333333333333,2,93.85,1,1,1,1,1,1,1,0,0,1,0,1
943.85,72.60384615384615,12,79.2,0,0,1,0,0,1,0,1,0,1,0,0
6572.85,107.7516393442623,60,109.45,1,0,0,0,1,1,1,1,0,1,0,0
3175.85,56.71160714285714,55,59.2,0,0,1,0,1,1,0,0,1,1,0,0
29.15,14.575,1,29.15,1,1,0,0,1,0,0,0,0,1,0,0
20.05,10.025,1,20.05,1,0,0,0,1,0,0,0,0,0,0,0
318.9,63.779999999999994,4,76.05,1,1,1,1,1,1,1,0,0,1,0,1
24.45,12.225,1,24.45,1,1,0,1,1,1,0,0,0,1,0,1
2762.75,64.25,42,66.5,0,1,0,0,0,0,0,0,1,1,0,0
49.55,24.775,1,49.55,1,0,0,1,0,0,0,0,0,1,0,0
631.85,78.98125,7,89.35,1,1,0,1,1,1,1,0,0,1,0,1
232.5,58.125,3,73.6,1,1,0,1,1,1,1,0,0,1,0,0
5919.35,81.08698630136986,72,82.65,0,0,0,1,0,1,0,1,1,0,0,0
749.25,46.828125,15,49.0,1,1,1,1,1,1,0,0,0,1,0,0
307.4,61.48,4,80.35,1,1,1,1,1,1,1,1,0,1,0,1
245.15,20.429166666666667,11,25.2,0,0,1,0,0,0,0,0,0,0,0,0
134.75,22.458333333333332,5,25.45,1,0,0,0,0,0,0,0,0,0,0,0
55.8,27.9,1,55.8,1,0,1,1,0,1,0,0,0,1,0,1
8240.85,112.88835616438357,72,110.9,0,0,0,0,1,1,1,1,1,1,0,0
4266.4,76.18571428571428,55,77.75,1,1,0,1,0,1,1,1,0,0,0,0
1077.5,26.28048780487805,40,26.2,1,0,1,0,0,1,0,1,0,0,1,0
1115.6,19.23448275862069,57,19.9,0,0,0,0,0,0,0,1,1,0,0,0
79.05,39.525,1,79.05,1,1,1,1,1,1,1,0,0,1,0,1
95.0,47.5,1,95.0,1,0,1,1,1,1,1,1,0,1,0,1
25.2,12.6,1,25.2,1,1,0,1,0,0,0,0,0,1,0,1
4079.55,76.97264150943397,52,80.85,0,1,1,1,1,1,0,1,0,0,1,0
4187.75,99.70833333333333,41,98.4,1,1,1,1,1,1,1,0,0,1,0,1
2391.15,54.34431818181818,43,56.35,0,1,0,1,1,1,0,1,0,1,0,0
890.5,18.552083333333332,47,19.3,0,0,0,0,0,0,0,1,1,0,1,0
137.25,34.3125,3,50.4,1,1,0,1,1,0,0,0,0,1,0,0
5154.6,76.93432835820896,66,79.4,0,0,0,0,1,0,0,1,1,0,1,1
3119.9,55.7125,55,55.25,0,1,0,0,1,1,0,1,1,1,1,0
529.5,17.65,29,19.1,0,0,0,0,1,0,0,0,0,0,0,0
966.55,74.35,12,84.05,1,1,1,1,0,1,1,0,0,1,1,0
6936.85,103.53507462686568,66,105.2,1,1,1,1,0,1,1,1,0,0,0,0
3496.3,97.11944444444445,35,101.4,1,1,1,1,1,1,1,0,0,1,0,1
914.3,83.11818181818181,10,89.8,1,1,1,1,1,1,1,1,0,1,0,1
1929.0,68.89285714285714,27,75.75,1,1,0,1,1,1,1,1,0,1,1,0
5817.7,98.60508474576271,58,95.3,1,1,1,0,0,1,1,0,0,1,0,0
6110.2,111.09454545454545,54,109.75,0,0,0,0,1,0,1,1,1,0,0,1
178.8,17.880000000000003,9,19.85,1,0,0,0,1,0,0,0,0,0,0,0
28.3,9.433333333333334,2,19.3,0,0,0,0,1,0,0,0,0,0,0,1
435.0,62.142857142857146,6,69.1,1,1,1,1,1,1,1,0,0,1,0,0
2351.8,87.10370370370372,26,91.25,1,1,1,1,0,1,1,0,0,1,0,1
186.15,18.615000000000002,9,20.25,1,0,0,0,0,0,0,0,0,0,0,0
445.85,49.53888888888889,8,54.75,1,1,0,1,1,1,0,1,0,0,0,0
912.0,70.15384615384616,12,81.45,1,1,1,1,1,1,1,0,0,1,0,0
679.55,42.471875,15,49.1,1,1,1,1,0,1,0,0,0,1,0,1
3581.6,81.39999999999999,43,80.2,0,0,1,1,1,1,0,1,0,1,0,0
4222.95,98.20813953488371,42,100.3,1,1,1,0,1,1,1,0,0,1,0,0
1994.3,62.321875,31,65.25,1,0,0,0,0,0,0,0,0,1,0,1
5930.05,88.50820895522388,66,90.95,0,0,0,0,0,1,1,0,1,1,1,0
1505.85,79.25526315789473,18,85.45,1,1,1,0,0,1,1,0,0,0,0,1
20.0,10.0,1,20.0,1,0,0,0,1,0,0,0,0,0,0,0
5638.3,90.94032258064516,61,94.1,0,1,1,0,1,1,1,1,1,0,0,1
797.25,72.47727272727273,10,79.85,1,1,1,1,1,0,1,0,0,0,0,0
71.65,35.825,1,71.65,1,1,1,1,1,1,1,0,0,1,0,1
1359.45,71.55,18,73.55,1,1,1,1,0,1,1,0,0,0,0,0
2542.45,101.698,24,104.65,1,1,1,1,1,1,1,1,0,0,0,1
54.7,13.675,3,19.3,1,0,0,0,0,0,0,1,0,0,1,0
989.05,19.39313725490196,50,20.15,0,0,0,0,1,0,0,0,0,0,0,0
44.55,22.275,1,44.55,1,1,1,1,1,0,0,1,0,1,1,0
87.3,29.099999999999998,2,54.45,1,0,0,0,1,1,0,0,0,1,0,0
351.55,19.530555555555555,17,19.65,0,0,0,0,1,1,0,0,0,0,0,0
7297.75,104.25357142857143,69,105.0,0,1,1,1,1,1,1,1,1,0,1,0
6301.7,86.32465753424657,72,88.7,0,0,0,0,1,1,0,1,1,0,0,0
210.3,52.575,3,74.25,1,1,1,1,0,1,1,0,0,1,0,1
3822.45,74.95,50,75.15,0,0,0,1,1,1,0,1,1,0,1,0
1048.45,19.41574074074074,53,20.25,0,0,0,0,0,0,0,0,1,0,0,0
6393.65,108.36694915254236,58,109.1,0,0,0,0,0,1,1,1,1,0,0,0
1489.3,31.68723404255319,46,30.75,0,0,0,1,1,1,0,0,0,1,0,0
8061.5,110.43150684931507,72,112.9,1,0,0,0,1,1,1,1,0,0,0,0
74.2,37.1,1,74.2,1,1,1,1,0,1,1,0,0,1,0,1
518.75,74.10714285714286,6,94.05,1,1,0,1,0,1,1,1,0,0,1,0
5763.15,78.9472602739726,72,78.85,0,0,0,0,1,0,0,1,1,0,0,0
238.5,47.7,4,55.3,1,1,0,1,1,1,0,0,0,1,0,0
1031.7,19.466037735849056,52,19.35,0,0,0,0,0,0,0,1,1,0,1,0
1397.475,1397.475,0,25.35,0,0,0,0,1,0,0,1,1,0,1,0
34.8,11.6,2,20.45,0,0,0,0,0,0,0,0,0,0,0,0
1319.95,19.999242424242425,65,19.35,0,0,0,0,0,0,0,1,1,0,0,0
4388.4,99.73636363636363,43,101.0,1,1,1,1,1,1,1,1,0,0,0,1
420.2,84.03999999999999,4,100.2,1,1,1,1,1,1,1,1,0,0,0,1
2177.45,83.74807692307692,25,89.05,0,0,1,1,1,1,1,1,0,1,0,1
3950.85,75.97788461538461,51,78.65,0,1,0,0,0,1,0,1,0,0,0,0
827.05,63.61923076923077,12,74.75,1,1,0,1,1,0,0,0,0,1,0,0
3913.3,67.47068965517242,57,70.1,0,0,0,1,0,1,0,1,0,1,1,1
533.5,21.34,24,19.9,0,0,0,0,0,0,0,1,0,0,1,0
3756.45,57.79153846153846,64,58.35,0,1,0,0,0,0,0,1,0,1,0,0
443.9,88.78,4,105.65,0,1,1,0,0,1,1,0,0,0,0,1
2599.95,96.29444444444444,26,100.5,1,1,0,1,0,1,1,0,0,1,0,0
284.3,17.76875,15,20.05,1,0,0,0,0,0,0,1,0,0,1,0
1740.8,26.78153846153846,64,25.65,0,0,0,0,1,0,0,1,1,0,0,0
3436.1,92.86756756756756,36,96.5,1,1,1,1,1,1,1,1,0,0,0,1
2462.55,87.94821428571429,27,95.0,1,1,0,1,0,0,1,1,0,1,0,0
70.85,35.425,1,70.85,1,1,0,1,1,0,1,1,0,1,0,1
3110.1,86.39166666666667,35,85.95,0,0,0,0,0,1,0,0,0,1,0,1
280.85,56.17,4,73.9,1,1,1,1,1,1,1,0,0,1,0,1
411.75,45.75,8,45.45,1,1,1,1,0,1,0,1,0,1,1,0
198.6,18.054545454545455,10,20.0,1,0,0,0,1,1,0,0,0,0,0,0
103.7,34.56666666666667,2,49.2,1,1,0,1,0,0,0,0,0,0,0,0
6144.55,104.14491525423729,58,109.45,0,0,0,1,0,1,1,1,1,0,0,1
4089.45,78.64326923076922,51,83.25,0,0,0,0,1,1,0,1,1,0,0,0
864.2,18.387234042553192,46,19.25,0,0,0,0,0,1,0,1,1,0,1,0
19.65,9.825,1,19.65,1,0,0,0,1,1,0,0,0,0,0,0
3249.4,69.13617021276596,46,72.8,1,1,0,1,1,0,1,0,0,1,0,0
5405.8,105.99607843137255,50,109.65,1,0,0,0,0,1,1,1,0,0,0,0
3363.8,62.2925925925926,53,65.0,1,1,0,0,1,0,0,1,0,0,1,0
7132.15,115.03467741935484,61,114.1,1,1,1,0,1,1,1,1,0,0,0,0
93.55,15.591666666666667,5,20.65,1,0,0,0,1,0,0,0,0,0,0,0
4138.9,86.22708333333333,47,86.95,0,0,0,0,1,1,0,0,0,0,0,0
5121.75,93.12272727272727,54,94.75,0,1,0,1,0,1,1,0,0,0,0,0
566.1,28.305,19,25.35,1,1,0,1,1,1,0,0,0,1,1,0
2715.3,100.56666666666668,26,105.45,0,1,1,0,0,1,1,0,1,0,1,0
1782.05,25.099295774647885,70,25.4,0,0,0,0,1,0,0,1,1,0,1,0
1742.5,96.80555555555556,17,102.55,1,1,1,1,1,1,1,1,0,0,0,0
2983.8,96.25161290322582,30,100.2,1,1,1,1,0,1,1,0,0,0,0,1
24.0,12.0,1,24.0,1,0,0,0,0,0,0,0,0,0,1,0
485.9,24.294999999999998,19,25.6,0,0,0,0,0,0,0,1,1,0,1,0
1905.7,70.58148148148149,26,73.5,0,1,0,1,0,1,0,1,1,0,0,0
1565.7,71.16818181818182,21,74.05,1,1,0,1,0,1,1,1,0,0,1,1
4858.7,95.26862745098039,50,98.25,0,1,1,1,1,1,1,1,0,0,0,0
3723.65,53.96594202898551,68,54.4,0,0,1,1,0,1,0,1,0,1,0,0
298.35,74.5875,3,101.55,1,1,0,1,1,1,1,0,0,1,0,1
970.45,97.045,9,103.1,1,1,1,0,1,0,1,1,0,1,1,0
1782.0,34.26923076923077,51,34.2,0,0,0,0,0,0,0,1,1,1,1,0
405.7,40.57,9,43.75,1,1,1,1,0,1,0,0,0,1,0,0
4534.9,107.97380952380952,41,111.95,0,1,1,0,1,1,1,1,0,0,1,1
2415.95,105.04130434782608,22,100.65,1,1,1,1,1,1,1,0,0,0,0,0
1157.05,52.59318181818182,21,55.95,0,0,1,1,0,1,0,1,0,1,1,1
8297.5,115.24305555555556,71,116.05,0,0,0,0,1,1,1,1,1,0,1,0
45.75,22.875,1,45.75,1,1,1,1,1,0,0,0,0,1,0,1
2083.1,77.15185185185184,26,82.0,0,1,0,0,1,1,0,1,0,1,1,0
4681.75,65.02430555555556,71,65.15,0,0,0,0,1,0,0,1,1,0,0,0
176.2,35.239999999999995,4,44.8,1,1,0,1,1,1,0,0,0,1,0,0
1001.2,77.01538461538462,12,79.8,1,0,1,1,0,1,1,0,0,1,0,0
1594.75,83.9342105263158,18,88.85,1,1,1,0,0,1,1,1,0,1,0,0
212.4,53.1,3,74.95,1,1,1,1,0,1,1,0,0,1,0,0
7677.4,105.16986301369863,72,106.85,0,0,0,1,0,1,1,1,0,0,0,0
815.5,67.95833333333333,11,74.95,1,1,1,1,1,0,1,0,0,0,0,1
80.15,40.075,1,80.15,1,1,0,1,0,0,1,0,0,1,0,1
259.65,18.54642857142857,13,19.3,0,0,0,0,1,0,0,0,0,0,0,0
8109.8,111.09315068493152,72,109.25,0,1,1,0,0,1,1,1,0,0,0,1
2386.85,55.50813953488372,42,56.1,0,0,0,1,1,0,0,1,0,1,0,0
340.35,18.908333333333335,17,19.7,1,0,0,0,0,0,0,0,0,0,0,0
419.35,52.41875,7,51.3,1,1,0,1,0,1,0,0,0,0,0,0
7990.05,115.79782608695652,68,118.6,0,0,0,0,0,0,1,1,1,0,0,0
1402.25,24.600877192982455,56,24.15,0,0,0,0,1,0,0,1,1,0,1,0
749.35,19.214102564102564,38,20.3,0,0,0,0,0,0,0,1,0,0,1,0
8425.15,115.41301369863014,72,115.5,0,0,1,0,0,1,1,1,1,0,1,0
1171.5,23.908163265306122,48,25.05,0,0,0,0,0,0,0,0,0,0,0,0
5647.95,106.56509433962263,52,109.1,1,0,1,1,0,1,1,1,0,0,0,0
708.8,19.688888888888886,35,19.65,0,0,0,0,0,0,0,1,0,0,1,0
7567.2,111.28235294117647,67,111.3,0,1,0,0,1,1,1,1,1,0,0,0
29.9,14.95,1,29.9,1,0,0,1,0,0,0,0,0,1,0,0
4348.1,80.52037037037037,53,80.6,1,1,0,0,1,1,1,0,0,0,0,0
635.9,18.16857142857143,34,20.8,1,0,0,0,1,0,0,1,0,0,1,0
108.95,27.2375,3,35.2,1,1,0,1,0,0,0,0,0,1,0,1
78.8,39.4,1,78.8,1,1,1,1,0,0,1,1,0,1,0,1
1682.4,84.12,19,89.95,1,1,0,0,1,0,1,0,0,1,0,0
6925.9,113.53934426229507,60,116.05,0,0,0,0,0,1,1,1,1,0,0,0
223.15,18.595833333333335,11,19.55,0,0,0,0,1,0,0,0,1,0,0,0
5127.95,106.83229166666666,47,106.4,1,1,1,1,0,1,1,0,0,0,0,1
874.8,46.04210526315789,18,49.4,1,0,1,1,1,0,0,0,0,1,0,1
6758.45,110.79426229508196,60,115.25,0,0,0,0,0,0,1,1,1,0,1,0
1874.3,25.675342465753424,72,24.8,0,0,0,0,1,0,0,1,1,0,0,0
791.15,19.77875,39,19.9,0,0,0,0,1,0,0,0,0,0,0,0
4639.45,77.32416666666667,59,81.25,0,0,0,1,0,1,1,1,0,1,0,0
143.9,47.96666666666667,2,69.95,1,1,0,1,1,0,1,1,0,1,1,0
69.1,34.55,1,69.1,1,1,1,1,1,0,1,0,0,1,0,1
1776.55,84.59761904761905,20,90.2,1,1,1,1,1,1,1,1,0,1,1,1
536.4,76.62857142857142,6,93.55,1,1,0,1,0,1,1,0,0,1,0,1
6172.0,85.72222222222223,71,86.4,0,1,0,0,1,1,1,0,1,1,0,0
1559.45,62.378,24,66.3,1,0,0,1,0,0,0,1,0,0,0,0
6079.0,89.3970588235294,67,94.65,1,1,0,1,1,1,1,1,0,1,0,0
80.85,40.425,1,80.85,1,1,0,1,1,1,1,0,0,1,0,1
4029.95,82.2438775510204,48,82.05,0,1,0,1,0,1,1,1,0,1,1,1
2658.4,69.9578947368421,37,72.1,0,1,0,0,0,0,0,1,0,0,0,0
383.55,31.962500000000002,11,34.7,1,1,0,1,1,0,0,0,0,0,0,0
51.15,12.7875,3,20.55,1,0,0,0,1,1,0,1,0,0,0,1
1745.5,91.86842105263158,18,95.95,1,1,0,1,0,1,1,1,0,1,0,0
2230.85,43.7421568627451,50,44.8,0,1,0,1,1,1,0,1,0,1,1,0
7281.6,107.08235294117648,67,109.4,0,0,1,0,0,1,1,1,0,1,1,0
1837.7,70.68076923076923,25,71.05,1,0,0,0,0,1,0,1,0,0,0,0
149.55,49.85,2,78.55,1,1,1,1,0,1,1,0,0,1,0,1
180.7,18.07,9,19.7,1,0,0,0,1,0,0,0,0,0,0,0
411.45,37.404545454545456,10,40.25,0,0,0,0,0,0,0,0,0,0,1,0
1328.35,18.709154929577462,70,19.85,0,0,0,0,0,0,0,1,1,0,0,0
576.95,57.69500000000001,9,68.25,1,0,0,0,1,1,0,0,0,1,0,0
68.45,13.690000000000001,4,20.15,1,0,0,0,0,1,0,0,0,0,0,0
123.05,41.016666666666666,2,50.95,1,0,0,1,0,0,0,0,0,1,0,0
78.65,39.325,1,78.65,1,1,1,1,0,0,1,0,0,1,1,1
468.35,23.4175,19,25.15,1,1,0,1,1,1,0,0,0,1,0,0
174.7,21.8375,7,20.25,1,0,0,0,1,1,0,1,0,0,1,0
42.9,21.45,1,42.9,1,1,1,1,1,1,0,0,0,1,0,1
44.0,22.0,1,44.0,1,1,1,1,1,0,0,0,0,1,0,0
172.35,17.235,9,20.25,0,0,0,0,0,0,0,1,0,0,1,0
139.35,34.8375,3,34.25,1,0,0,0,0,0,0,0,0,1,0,1
539.85,53.985,9,58.5,1,0,0,0,0,0,0,0,0,1,0,1
300.4,50.06666666666666,5,55.8,1,0,0,1,0,0,0,0,0,1,0,0
4968.0,87.15789473684211,56,88.9,0,1,0,1,0,0,1,1,0,1,1,0
992.7,52.247368421052634,18,57.65,1,0,0,1,0,0,0,0,0,1,1,0
4718.25,94.365,49,96.2,1,1,1,1,1,1,1,0,0,1,0,1
5536.5,77.97887323943662,70,79.15,0,0,0,0,1,0,0,1,1,0,0,0
7806.6,106.93972602739727,72,108.05,0,1,0,0,0,1,1,0,1,0,0,0
434.1,62.01428571428572,6,74.4,1,1,1,1,0,0,1,0,0,1,0,1
1563.9,86.88333333333334,17,94.8,1,1,1,1,1,1,1,1,0,1,0,0
1332.4,44.413333333333334,29,45.9,1,1,1,1,1,1,0,1,0,1,0,0
545.2,77.88571428571429,6,105.3,1,1,1,1,0,1,1,1,0,0,0,1
6296.75,98.38671875,63,102.6,0,1,1,1,1,0,1,1,1,1,0,0
1284.2,75.54117647058824,16,73.85,1,1,0,1,1,1,1,1,0,1,0,1
3645.5,60.75833333333333,59,61.35,0,1,0,1,1,1,0,0,0,1,0,0
161.45,40.3625,3,57.55,1,1,1,1,0,0,0,0,0,1,0,0
226.95,25.216666666666665,8,29.25,1,1,0,1,0,1,0,0,0,0,0,0
646.85,80.85625,7,84.55,1,1,1,1,0,1,1,1,0,1,0,1
1441.65,20.893478260869568,68,19.6,0,0,0,0,0,0,0,0,1,0,0,0
7511.3,108.85942028985508,68,111.75,0,0,0,0,0,0,1,1,1,1,1,0
5621.85,106.07264150943396,52,106.5,0,1,1,1,0,1,1,1,0,0,0,0
7919.8,108.4904109589041,72,107.7,0,0,0,0,1,1,1,1,1,0,1,0
593.2,17.975757575757576,32,19.3,0,0,0,0,0,0,0,1,0,0,0,0
1423.65,19.50205479452055,72,20.05,0,0,0,0,0,0,0,1,1,0,0,0
69.95,34.975,1,69.95,1,1,0,1,1,1,1,1,0,1,1,0
2763.35,64.2639534883721,42,63.7,0,0,0,0,1,0,0,1,0,1,1,0
692.1,26.61923076923077,25,24.75,0,0,0,0,0,0,0,0,1,0,0,1
2298.55,49.96847826086957,45,50.9,1,0,0,1,1,1,0,0,0,1,0,0
2640.55,60.0125,43,60.4,0,0,0,0,0,1,0,1,0,1,1,0
2911.8,76.6263157894737,37,79.25,0,0,0,1,1,0,0,1,0,1,0,0
1727.5,82.26190476190476,20,85.8,1,1,0,1,0,1,1,0,0,1,0,1
86.6,17.32,4,24.45,1,1,1,1,0,1,0,0,0,1,0,1
6705.7,104.7765625,63,110.1,0,0,0,0,1,1,1,1,1,0,0,0
